step,train/ep_return_mean,train/ep_length_mean,train/n_episodes,loss/policy,loss/value,loss/entropy,loss/approx_kl,loss/clip_frac,time/elapsed_s,time/sps,time/update
256,0.0,0.0,0.0,-0.015466073295101523,0.13376419618725777,3.686405450105667,0.0273598562926054,0.1787109375,0.12336516380310059,2075.1401133677728,1.0
512,0.0,500.0,1.0,-0.016863435856066644,0.059007354837376624,3.6824208348989487,0.009286156855523586,0.1474609375,0.2341160774230957,2186.9493357122633,2.0
768,0.0,0.0,0.0,-0.014015365159139037,0.02717249176930636,3.6793710589408875,0.02850939240306616,0.1630859375,0.34076619148254395,2253.744705889761,3.0
1024,0.0,500.0,1.0,-0.020953994477167726,0.010735377873061225,3.6809717267751694,0.018211012706160545,0.193359375,0.4523439407348633,2263.7641577257405,4.0
1280,0.0,0.0,0.0,-0.02001856779679656,0.008573059341870248,3.6797000020742416,0.008960817009210587,0.138671875,0.5961720943450928,2147.0310538538474,5.0
1536,0.0,500.0,1.0,-0.013453631429001689,0.014933228027075529,3.67668616771698,0.004767734557390213,0.0458984375,0.7029931545257568,2184.9430397884803,6.0
1792,0.0,0.0,0.0,-0.014938317006453872,0.007545354557805695,3.6604960709810257,0.007814186625182629,0.126953125,0.8079590797424316,2217.9341069739194,7.0
2048,0.0,500.0,1.0,-0.016924512921832502,0.005809733760543168,3.6597944647073746,0.002734263427555561,0.1123046875,0.9094550609588623,2251.8979638650203,8.0
2304,0.0,0.0,0.0,-0.023806401761248708,0.004031608739751391,3.6559830754995346,0.017095197923481464,0.1376953125,1.0211310386657715,2256.321581420587,9.0
2560,0.0,500.0,1.0,-0.019800685346126556,0.003738283245183993,3.6451712548732758,0.01128273643553257,0.177734375,1.125802993774414,2273.932485662733,10.0
2816,0.0,0.0,0.0,-0.018565024831332266,0.0028622688478208147,3.6499790996313095,0.005446569994091988,0.1142578125,1.2315151691436768,2286.614140496605,11.0
3072,0.0,500.0,1.0,-0.017554685124196112,0.0024564747982367408,3.6527880430221558,0.013877744786441326,0.0771484375,1.3346762657165527,2301.681747783777,12.0
3328,0.0,0.0,0.0,-0.020714077865704894,0.004119790712138638,3.6345251202583313,0.006780153140425682,0.189453125,1.4455468654632568,2302.2428947216945,13.0
3584,0.0,500.0,1.0,-0.019485458149574697,0.0015574597637169063,3.6333156377077103,0.015725962817668915,0.091796875,1.5512371063232422,2310.41404656367,14.0
3840,0.0,0.0,0.0,-0.034943193662911654,0.001675705731031485,3.6307481229305267,-0.0001453794538974762,0.20703125,1.6555640697479248,2319.45115877314,15.0
4096,0.0,500.0,1.0,-0.020779407088411972,0.002234655687061604,3.6347273141145706,0.015969721600413322,0.076171875,1.7613670825958252,2325.466417802867,16.0
4352,0.0,0.0,0.0,-0.023075972450897098,0.0019500266498653218,3.619157388806343,0.002566460520029068,0.111328125,1.8686251640319824,2328.9850119590456,17.0
4608,0.0,500.0,1.0,-0.017157613416202366,0.005464151996420696,3.6195022016763687,0.010839741677045822,0.130859375,1.975330114364624,2332.7746418133197,18.0
4864,0.0,0.0,0.0,-0.021807801793329418,0.0019175160123268142,3.657599464058876,0.0015078969299793243,0.107421875,2.073312997817993,2346.0037172964217,19.0
5120,0.0,500.0,1.0,-0.014319236273877323,0.002811832819133997,3.6123094856739044,0.01144509669393301,0.11328125,2.177762985229492,2351.0363775700116,20.0
5376,0.0,0.0,0.0,-0.019438406045082957,0.0027833243111672346,3.5797481685876846,0.014613911509513855,0.138671875,2.2844510078430176,2353.3006317679924,21.0
5632,0.0,500.0,1.0,-0.025963629712350667,0.0046692941468791105,3.627442941069603,0.0064004892483353615,0.17578125,2.3925321102142334,2353.9913951230924,22.0
5888,0.0,0.0,0.0,-0.022011848050169647,0.001426511342287995,3.622465565800667,0.011113211512565613,0.1123046875,2.4967222213745117,2358.2919836226315,23.0
6144,0.0,500.0,1.0,-0.028063813922926784,0.0012131607181800064,3.628250405192375,0.01214636955410242,0.1787109375,2.6073551177978516,2356.410892425412,24.0
6400,0.0,0.0,0.0,-0.015356206800788641,0.0008837842779030325,3.6421414464712143,0.0016598394140601158,0.095703125,2.7146270275115967,2357.5982759836643,25.0
6656,0.0,500.0,1.0,-0.020754626137204468,0.000975623192061903,3.6334528028964996,-0.003453814424574375,0.0908203125,2.8213212490081787,2359.1783467904916,26.0
6912,0.0,0.0,0.0,-0.027111007133498788,0.0007982350325619336,3.635681062936783,0.006396208889782429,0.1240234375,2.9303359985351562,2358.773875574417,27.0
7168,0.0,500.0,1.0,-0.025631447089836,0.0012935821632709121,3.6246857792139053,0.015999941155314445,0.130859375,3.0388011932373047,2358.824926076775,28.0
7424,0.0,0.0,0.0,-0.033699548221193254,0.0017646946726017632,3.620963469147682,0.011045597493648529,0.18359375,3.148315191268921,2358.0866428458753,29.0
7680,1.0,500.0,1.0,-0.024375644978135824,0.013326297921594232,3.633534699678421,0.0010465746745467186,0.154296875,3.2560172080993652,2358.7098928396163,30.0
7936,0.0,0.0,0.0,-0.026384398574009538,0.00149952849096735,3.614907205104828,0.016055183485150337,0.125,3.3613181114196777,2360.9785616655518,31.0
8192,0.0,500.0,1.0,-0.017036144039593637,0.012321298068854958,3.618303894996643,0.009390418417751789,0.15234375,3.470863103866577,2360.219851619624,32.0
8448,0.0,0.0,0.0,-0.017956952331587672,0.0015270645126292948,3.5778256356716156,0.015471341088414192,0.1416015625,3.5792031288146973,2360.301915247172,33.0
8704,1.0,500.0,1.0,-0.023001113440841436,0.0010550178631092422,3.5726276487112045,0.017741255462169647,0.1943359375,3.6825830936431885,2363.558344419898,34.0
8960,0.0,0.0,0.0,-0.020891417982056737,0.0006221478015504545,3.5563510954380035,0.0043415287509560585,0.091796875,3.790915012359619,2363.5454687819374,35.0
9216,0.0,500.0,1.0,-0.028385115321725607,0.0009833356489252765,3.5699163526296616,0.020887266844511032,0.189453125,3.8985719680786133,2363.9425090675054,36.0
9472,0.0,0.0,0.0,-0.02226176660042256,0.0004495907696764334,3.529117316007614,0.015068124048411846,0.1787109375,4.005350112915039,2364.836963804497,37.0
9728,0.0,500.0,1.0,-0.02293373050633818,0.00043701461981981993,3.5398439466953278,0.01179464627057314,0.169921875,4.111152172088623,2366.246636659475,38.0
9984,0.0,0.0,0.0,-0.024615121190436184,0.00051068317861791,3.592887803912163,0.003640870563685894,0.1416015625,4.217872142791748,2367.0703288297723,39.0
10240,0.0,500.0,1.0,-0.027456470008473843,0.0006415085608750815,3.5344556719064713,0.007365457713603973,0.1884765625,4.324512958526611,2367.896708416578,40.0
10496,0.0,0.0,0.0,-0.019543724018149078,0.0003670321930258069,3.5682912319898605,-0.0005769422277808189,0.1806640625,4.428568124771118,2370.0662842445186,41.0
10752,0.0,500.0,1.0,-0.01929581700824201,0.0003758612083402113,3.5706977993249893,0.0195862865075469,0.181640625,4.5347511768341064,2371.0231456417873,42.0
11008,0.0,500.0,1.0,-0.018790305883158,0.00030666870861750795,3.5620259195566177,0.021122085861861706,0.1279296875,4.63922119140625,2372.812061729532,43.0
11264,0.0,0.0,0.0,-0.01714625838212669,0.00018957046040668502,3.5828262716531754,0.0007983753457665443,0.1162109375,4.744645118713379,2374.0447848404087,44.0
11520,0.0,500.0,1.0,-0.022171215270645916,0.00015496023070227238,3.528883382678032,-9.482819586992264e-05,0.1044921875,4.851830005645752,2374.361835966005,45.0
11776,0.0,0.0,0.0,-0.01477672765031457,0.00032188291334023234,3.6133567690849304,-0.0029101772233843803,0.0673828125,4.95442008972168,2376.867481308298,46.0
12032,0.0,500.0,1.0,-0.025390458235051483,0.0002459832812746754,3.596384420990944,0.01640045177191496,0.1669921875,5.064978122711182,2375.528523222823,47.0
12288,0.0,0.0,0.0,-0.02913065580651164,0.00029108546459610807,3.5571532398462296,0.013640949502587318,0.162109375,5.172447204589844,2375.664654265793,48.0
12544,0.0,500.0,1.0,-0.021049605566076934,0.0001475068838772131,3.576831355690956,-0.0044824182987213135,0.15625,5.282197952270508,2374.769009671072,49.0
12800,0.0,0.0,0.0,-0.02357911108992994,0.00020041985726493294,3.547722190618515,0.004561743699014187,0.1455078125,5.392083168029785,2373.8506252819902,50.0
13056,0.0,500.0,1.0,-0.022354648273903877,0.00016625111538814963,3.539043352007866,0.0057952143251895905,0.111328125,5.502599239349365,2372.696871441388,51.0
13312,0.0,0.0,0.0,-0.02669507870450616,0.00033174905092892004,3.488144487142563,0.01252333540469408,0.1982421875,5.609067916870117,2373.2998418439815,52.0
13568,0.0,500.0,1.0,-0.024894509930163622,0.00029210682259872556,3.500674769282341,0.01081006322056055,0.126953125,5.713980197906494,2374.5269549535865,53.0
13824,0.0,0.0,0.0,-0.022953198524191976,0.0002197742069256492,3.5480455309152603,0.01592894271016121,0.1591796875,5.818704128265381,2375.7867207661384,54.0
14080,0.0,500.0,1.0,-0.021387012908235192,0.0002923216261478956,3.575606256723404,0.0015921639278531075,0.1611328125,5.929257154464722,2374.665094327673,55.0
14336,0.0,0.0,0.0,-0.027885141549631953,0.00017628574551054044,3.520850822329521,0.015330066904425621,0.158203125,6.039569139480591,2373.679259052726,56.0
